Time (s);Fp1;Fp2;Sampling Rate
1.0195312500e+00;-5.3759301758e+02;-1.1989561768e+03;
1.0224609375e+00;-5.3455352783e+02;-1.1458238525e+03;
1.0263671875e+00;-5.3265081787e+02;-1.1683447266e+03;
1.0292968750e+00;-5.3070275879e+02;-1.1648902588e+03;
1.0332031250e+00;-5.3685235596e+02;-1.1894471436e+03;
1.0361328125e+00;-5.3819543457e+02;-1.2046949463e+03;
1.0390625000e+00;-5.3432159424e+02;-1.1975076904e+03;
1.0429687500e+00;-5.4253533936e+02;-1.1731040039e+03;
1.0458984375e+00;-5.3548004150e+02;-1.1950230713e+03;
1.0498046875e+00;-5.4388989258e+02;-1.1919775391e+03;
1.0527343750e+00;-5.4117492676e+02;-1.2031237793e+03;
1.0566406250e+00;-5.4692626953e+02;-1.1696761475e+03;
1.0595703125e+00;-5.4045153809e+02;-1.1674124756e+03;
1.0625000000e+00;-5.5564062500e+02;-1.1898652344e+03;
1.0664062500e+00;-5.4884613037e+02;-1.1908616943e+03;
1.0693359375e+00;-5.7050061035e+02;-1.2134741211e+03;
1.0732421875e+00;-5.4557165527e+02;-1.2250710449e+03;
1.0761718750e+00;-5.3715582275e+02;-1.2090852051e+03;
1.0791015625e+00;-5.4076904297e+02;-1.1560035400e+03;
1.0830078125e+00;-5.5873846436e+02;-1.1830020752e+03;
1.0859375000e+00;-5.3940527344e+02;-1.2264106445e+03;
1.0898437500e+00;-5.3807366943e+02;-1.2308132324e+03;
1.0927734375e+00;-5.4678833008e+02;-1.1906770020e+03;
1.0957031250e+00;-5.4636956787e+02;-1.1948127441e+03;
1.0996093750e+00;-5.5144171143e+02;-1.1950538330e+03;
1.1025390625e+00;-5.6250878906e+02;-1.2051806641e+03;
1.1064453125e+00;-5.3956884766e+02;-1.1556795654e+03;
1.1093750000e+00;-5.4435723877e+02;-1.1668090820e+03;
1.1132812500e+00;-5.4461932373e+02;-1.1948046875e+03;
1.1162109375e+00;-5.3874548340e+02;-1.1976583252e+03;
1.1191406250e+00;-5.3712731934e+02;-1.2060196533e+03;
1.1230468750e+00;-5.4736303711e+02;-1.2024007568e+03;
1.1259765625e+00;-5.4913671875e+02;-1.1920823975e+03;
1.1298828125e+00;-5.5231634521e+02;-1.1780816650e+03;
1.1328125000e+00;-5.4508068848e+02;-1.1931534424e+03;
1.1357421875e+00;-5.4012335205e+02;-1.2071956787e+03;
1.1396484375e+00;-5.4673980713e+02;-1.2162336426e+03;
1.1425781250e+00;-5.4663763428e+02;-1.1715249023e+03;
1.1464843750e+00;-5.5334216309e+02;-1.2089674072e+03;
1.1494140625e+00;-5.4824133301e+02;-1.1706783447e+03;
1.1533203125e+00;-5.2615655518e+02;-1.1678520508e+03;
1.1562500000e+00;-5.3141021729e+02;-1.1890858154e+03;
1.1591796875e+00;-5.3981616211e+02;-1.1930021973e+03;
1.1630859375e+00;-5.3701031494e+02;-1.2107272949e+03;
1.1660156250e+00;-5.3548382568e+02;-1.2405643311e+03;
1.1699218750e+00;-5.4192480469e+02;-1.1960278320e+03;
1.1728515625e+00;-5.4702032471e+02;-1.1579815674e+03;
1.1757812500e+00;-5.4194189453e+02;-1.1830618896e+03;
1.1796875000e+00;-5.3727130127e+02;-1.1949468994e+03;
1.1826171875e+00;-5.3019036865e+02;-1.1552791748e+03;
1.1865234375e+00;-5.4357037354e+02;-1.1828831787e+03;
1.1894531250e+00;-5.3515008545e+02;-1.1714204102e+03;
1.1923828125e+00;-5.3469342041e+02;-1.1993078613e+03;
1.1962890625e+00;-5.3497509766e+02;-1.1766566162e+03;
1.1992187500e+00;-5.4631463623e+02;-1.1895618896e+03;
1.2031250000e+00;-5.5097564697e+02;-1.1954305420e+03;
1.2060546875e+00;-5.3559594727e+02;-1.1833327637e+03;
1.2099609375e+00;-5.3771331787e+02;-1.2128930664e+03;
1.2128906250e+00;-5.3562615967e+02;-1.1646651611e+03;
1.2158203125e+00;-5.4128991699e+02;-1.1733492432e+03;
1.2197265625e+00;-5.4627008057e+02;-1.2052078857e+03;
1.2226562500e+00;-5.3641003418e+02;-1.2261173096e+03;
1.2265625000e+00;-5.4627984619e+02;-1.2290500488e+03;
1.2294921875e+00;-5.4330279541e+02;-1.1735966797e+03;
1.2324218750e+00;-5.2947283936e+02;-1.1392265625e+03;
1.2363281250e+00;-5.2332305908e+02;-1.1595869141e+03;
1.2392578125e+00;-5.1792645264e+02;-1.1997554932e+03;
1.2431640625e+00;-5.3352270508e+02;-1.2053981934e+03;
1.2460937500e+00;-5.4115130615e+02;-1.1988417969e+03;
1.2490234375e+00;-5.3716973877e+02;-1.1647199707e+03;
1.2529296875e+00;-5.3806646729e+02;-1.1924786377e+03;
1.2558593750e+00;-5.3040026855e+02;-1.1745498047e+03;
1.2597656250e+00;-5.5049810791e+02;-1.1892493896e+03;
1.2626953125e+00;-5.5367376709e+02;-1.2382956543e+03;
1.2666015625e+00;-5.3369024658e+02;-1.1956446533e+03;
1.2695312500e+00;-5.2959210205e+02;-1.1314833984e+03;
1.2724609375e+00;-5.4617736816e+02;-1.1843438721e+03;
1.2763671875e+00;-5.4046783447e+02;-1.1885628662e+03;
1.2792968750e+00;-5.5802722168e+02;-1.1784064941e+03;
1.2832031250e+00;-5.3819079590e+02;-1.2441575928e+03;
1.2861328125e+00;-5.3506463623e+02;-1.2066654053e+03;
1.2890625000e+00;-5.3533807373e+02;-1.1994049072e+03;
1.2929687500e+00;-5.4060394287e+02;-1.1699826660e+03;
1.2958984375e+00;-5.3476062012e+02;-1.1635480957e+03;
1.2998046875e+00;-5.4975183105e+02;-1.2186534424e+03;
1.3027343750e+00;-5.4089855957e+02;-1.2079949951e+03;
1.3066406250e+00;-5.2604876709e+02;-1.1493721924e+03;
1.3095703125e+00;-5.3204748535e+02;-1.2114736328e+03;
1.3125000000e+00;-5.3220245361e+02;-1.1986770020e+03;
1.3164062500e+00;-5.3700305176e+02;-1.1971744385e+03;
1.3193359375e+00;-5.5728173828e+02;-1.1891247559e+03;
1.3232421875e+00;-5.5080755615e+02;-1.1922708740e+03;
1.3261718750e+00;-5.3638824463e+02;-1.1602991943e+03;
1.3291015625e+00;-5.2801165771e+02;-1.1724655762e+03;
1.3330078125e+00;-5.4453845215e+02;-1.1832869873e+03;
1.3359375000e+00;-5.4782623291e+02;-1.2155379639e+03;
1.3398437500e+00;-5.4757495117e+02;-1.1903135986e+03;
1.3427734375e+00;-5.3718054199e+02;-1.2009903564e+03;
1.3457031250e+00;-5.2994836426e+02;-1.2076025391e+03;
1.3496093750e+00;-5.4320159912e+02;-1.1789465332e+03;
1.3525390625e+00;-5.3838946533e+02;-1.2233167725e+03;
1.3564453125e+00;-5.4048199463e+02;-1.1750101318e+03;
1.3593750000e+00;-5.4016870117e+02;-1.2115133057e+03;
1.3632812500e+00;-5.4092724609e+02;-1.2077563477e+03;
1.3662109375e+00;-5.3929095459e+02;-1.2067159424e+03;
1.3691406250e+00;-5.4047015381e+02;-1.1943133545e+03;
1.3730468750e+00;-5.4813812256e+02;-1.1513093262e+03;
1.3759765625e+00;-5.4273266602e+02;-1.1670167236e+03;
1.3798828125e+00;-5.3747760010e+02;-1.1699044189e+03;
1.3828125000e+00;-5.5387902832e+02;-1.2192564697e+03;
1.3857421875e+00;-5.3540435791e+02;-1.2191417236e+03;
1.3896484375e+00;-5.3751013184e+02;-1.1781112061e+03;
1.3925781250e+00;-5.3432348633e+02;-1.1595069580e+03;
1.3964843750e+00;-5.3358062744e+02;-1.1708217773e+03;
